BioSample,Assembly ,variants,Assembly Level,Host Source,Country,Continent,Year,MLST
SAMN19607326,GCA_021751825.2,blaOXA-181,Contig,Human,USA,North America,2021,410
SAMN19658605,GCA_019324335.1,blaOXA-181,Contig,Human,Canada,North America,2018,361
SAMN19715148,GCA_018954435.2,blaOXA-181,Contig,Human,USA,North America,2021,2450
SAMN19729461,GCA_018954935.1,blaOXA-181,Contig,Human,USA,North America,2020,224
SAMN19729476,GCA_018955015.2,blaOXA-48,Contig,Human,USA,North America,2021,354
SAMN20033075,GCA_019215285.1,blaOXA-48,Contig,Human,Australia,Oceania,2017,354
SAMN20033076,GCA_019229785.1,blaOXA-181,Contig,Human,Australia,Oceania,2017,38
SAMN20033079,GCA_019230665.1,blaOXA-48,Contig,Human,Australia,Oceania,2017,7022
SAMN20033085,GCA_019227785.1,blaOXA-181,Contig,Human,Australia,Oceania,2017,7480
SAMN20033091,GCA_019228485.1,blaOXA-181,Contig,Human,Australia,Oceania,2017,648
SAMN20033097,GCA_019229125.1,blaOXA-48,Contig,Human,Australia,Oceania,2017,227
SAMN20033099,GCA_019229465.1,blaOXA-181,Contig,Human,Australia,Oceania,2017,410
SAMN20033102,GCA_019229665.1,blaOXA-181,Contig,Human,Australia,Oceania,2017,410
SAMN20033105,GCA_019216305.1,blaOXA-181,Contig,Human,Australia,Oceania,2017,410
SAMN20033109,GCA_019230165.1,blaOXA-181,Contig,Human,Australia,Oceania,2017,410
SAMN20033112,GCA_019230125.1,blaOXA-181,Contig,Human,Australia,Oceania,2017,361
SAMN20033115,GCA_019230225.1,blaOXA-181,Contig,Human,Australia,Oceania,2017,410
SAMN20033116,GCA_019230365.1,blaOXA-48,Contig,Human,Australia,Oceania,2017,224
SAMN20033119,GCA_019230285.1,blaOXA-48,Contig,Human,Australia,Oceania,2018,12373
SAMN20033121,GCA_019230405.1,blaOXA-181,Contig,Human,Australia,Oceania,2018,410
SAMN20033127,GCA_019230465.1,blaOXA-48,Contig,Human,Australia,Oceania,2018,405
SAMN20033130,GCA_019230485.1,blaOXA-181,Contig,Human,Australia,Oceania,2018,354
SAMN20033134,GCA_019230685.1,blaOXA-181,Contig,Human,Australia,Oceania,2018,354
SAMN20033135,GCA_019230625.1,blaOXA-181,Contig,Human,Australia,Oceania,2018,940
SAMN20033142,GCA_019230565.1,blaOXA-181,Contig,Human,Australia,Oceania,2018,410
SAMN20033144,GCA_019230785.1,blaOXA-181,Contig,Human,Australia,Oceania,2018,656
SAMN20033151,GCA_019217345.1,blaOXA-181,Contig,Human,Australia,Oceania,2018,354
SAMN20033155,GCA_019216185.1,blaOXA-181,Contig,Human,Australia,Oceania,2018,10
SAMN20033156,GCA_019216425.1,blaOXA-48,Contig,Human,Australia,Oceania,2018,38
SAMN20033160,GCA_019231145.1,blaOXA-48,Contig,Human,Australia,Oceania,2018,4450
SAMN20033180,GCA_019214765.1,blaOXA-48,Contig,Human,Australia,Oceania,2018,38
SAMN20033192,GCA_019227625.1,blaOXA-181,Contig,Human,Australia,Oceania,2018,205
SAMN20033218,GCA_019216945.1,blaOXA-181,Contig,Human,Australia,Oceania,2019,405
SAMN20033220,GCA_019215005.1,blaOXA-181,Contig,Human,Australia,Oceania,2019,448
SAMN20033223,GCA_019228125.1,blaOXA-232,Contig,Human,Australia,Oceania,2019,361
SAMN20033228,GCA_019228005.1,blaOXA-181,Contig,Human,Australia,Oceania,2019,744
SAMN20033243,GCA_019215045.1,blaOXA-232,Contig,Human,Australia,Oceania,2019,48
SAMN20033249,GCA_019228385.1,blaOXA-48,Contig,Human,Australia,Oceania,2019,69
SAMN20033254,GCA_019228445.1,blaOXA-232,Contig,Human,Australia,Oceania,2019,405
SAMN20033257,GCA_019215145.1,blaOXA-181,Contig,Human,Australia,Oceania,2019,448
SAMN20033259,GCA_019381355.1,blaOXA-181,Contig,Human,Australia,Oceania,2019,940
SAMN20033260,GCA_019215205.1,blaOXA-181,Contig,Human,Australia,Oceania,2019,8346
SAMN20033271,GCA_019228585.1,blaOXA-244,Contig,Human,Australia,Oceania,2019,38
SAMN20033285,GCA_019215405.1,blaOXA-48,Contig,Human,Australia,Oceania,2019,131
SAMN20033296,GCA_019215465.1,blaOXA-232,Contig,Human,Australia,Oceania,2019,2083
SAMN20033302,GCA_019228945.1,blaOXA-181,Contig,Human,Australia,Oceania,2019,117
SAMN20033304,GCA_019215585.1,blaOXA-181,Contig,Human,Australia,Oceania,2019,167
SAMN20033308,GCA_019229085.1,blaOXA-48,Contig,Human,Australia,Oceania,2019,8489
SAMN20033310,GCA_019229045.1,blaOXA-48,Contig,Human,Australia,Oceania,2019,131
SAMN20033312,GCA_019229105.1,blaOXA-48,Contig,Human,Australia,Oceania,2019,38
SAMN20033314,GCA_019215625.1,blaOXA-181,Contig,Human,Australia,Oceania,2019,2851
SAMN20033316,GCA_019215725.1,blaOXA-48,Contig,Human,Australia,Oceania,2019,410
SAMN20033319,GCA_019229195.1,blaOXA-48,Contig,Human,Australia,Oceania,2019,131
SAMN20033321,GCA_019229225.1,blaOXA-181,Contig,Human,Australia,Oceania,2019,354
SAMN20033322,GCA_019229235.1,blaOXA-181,Contig,Human,Australia,Oceania,2019,167
SAMN20033336,GCA_019215825.1,blaOXA-48,Contig,Human,Australia,Oceania,2019,131
SAMN20033340,GCA_019215925.1,blaOXA-181,Contig,Human,Australia,Oceania,2019,361
SAMN20033348,GCA_019229445.1,blaOXA-48,Contig,Human,Australia,Oceania,2019,224
SAMN20033352,GCA_019229405.1,blaOXA-48,Contig,Human,Australia,Oceania,2019,354
SAMN20033356,GCA_019229725.1,blaOXA-181,Contig,Human,Australia,Oceania,2020,410
SAMN20033361,GCA_019215865.1,blaOXA-48,Contig,Human,Australia,Oceania,2020,648
SAMN20033368,GCA_019217185.1,blaOXA-48,Contig,Human,Australia,Oceania,2020,38
SAMN20033370,GCA_019216125.1,blaOXA-181,Contig,Human,Australia,Oceania,2020,8346
SAMN20033375,GCA_019229825.1,blaOXA-244,Contig,Human,Australia,Oceania,2020,361
SAMN20033391,GCA_019230245.1,blaOXA-181,Contig,Human,Australia,Oceania,2020,205
SAMN20033396,GCA_019217745.1,blaOXA-48,Contig,Human,Australia,Oceania,2020,1722
SAMN20064752,GCA_021085305.2,blaOXA-181,Contig,Human,Singapore,Asia,2015,457
SAMN20064874,GCA_021371395.1,blaOXA-181,Contig,Human,Switzerland,Europe,2020,410
SAMN20064889,GCA_021371495.1,blaOXA-181,Contig,Human,Switzerland,Europe,2020,410
SAMN20064901,GCA_021371655.1,blaOXA-244,Contig,Human,Switzerland,Europe,2020,361
SAMN20064914,GCA_021370395.1,blaOXA-244,Contig,Human,Switzerland,Europe,2019,361
SAMN20095081,GCA_019178235.3,blaOXA-244,Contig,Human,USA,North America,2021,1193
SAMN20121903,GCA_024886835.1,blaOXA-181,Contig,Human,Unknown,Unknown,2019,101
SAMN20121909,GCA_024886875.1,blaOXA-181,Contig,Human,Unknown,Unknown,2019,101
SAMN20244390,GCA_019259065.2,blaOXA-181,Contig,Human,USA,North America,2021,648
SAMN20400407,GCA_019431475.1,blaOXA-48,Contig,Human,Unknown,Unknown,2018,354
SAMN20524792,GCA_022505965.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,410
SAMN20606617,GCA_019469115.1,blaOXA-181,Contig,Human,United Kingdom,Europe,2019,10
SAMN20665833,GCA_019513045.1,blaOXA-181,Contig,Human,United Kingdom,Europe,2018,517
SAMN20802105,GCA_019720795.1,blaOXA-181,Complete Genome,Human,Ghana,Africa,2015,410
SAMN20931202,GCA_020418355.1,blaOXA-181,Contig,Environment,Bangladesh,Asia,2019,410
SAMN20966785,GCA_023039595.1,blaOXA-48,Contig,Unknown,Singapore,Asia,Unknown,3268
SAMN20966834,GCA_023037795.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,448
SAMN20966867,GCA_023040255.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,38
SAMN20966868,GCA_023040315.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,38
SAMN20966869,GCA_023040335.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,131
SAMN20966870,GCA_023040355.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,131
SAMN20966872,GCA_023040935.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,38
SAMN20966944,GCA_023042015.1,blaOXA-48,Contig,Unknown,Singapore,Asia,Unknown,1286
SAMN20966967,GCA_023042435.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,410
SAMN20967033,GCA_023038915.1,blaOXA-48,Contig,Unknown,Singapore,Asia,Unknown,354
SAMN20967092,GCA_023041675.1,blaOXA-48,Contig,Unknown,Singapore,Asia,Unknown,2003
SAMN20967095,GCA_023041715.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,156
SAMN20967219,GCA_023042155.1,blaOXA-232,Contig,Unknown,Singapore,Asia,Unknown,167
SAMN20967234,GCA_023042535.1,blaOXA-232,Contig,Unknown,Singapore,Asia,Unknown,167
SAMN20967322,GCA_023043735.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,410
SAMN20967325,GCA_023043775.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,410
SAMN20967358,GCA_023039855.1,blaOXA-48,Contig,Unknown,Singapore,Asia,Unknown,9008
SAMN20967396,GCA_023040735.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,617
SAMN20967442,GCA_023037115.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,405
SAMN20967447,GCA_023037175.1,blaOXA-48,Contig,Unknown,Singapore,Asia,Unknown,101
SAMN21169127,GCA_020827655.1,blaOXA-48,Complete Genome,Human,China,Asia,2019,349
SAMN21169128,GCA_020827635.1,blaOXA-48,Complete Genome,Human,China,Asia,2019,405
SAMN21467410,GCA_022541025.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,635
SAMN21467419,GCA_022541495.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,2967
SAMN21467424,GCA_022541395.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,635
SAMN21467425,GCA_022541315.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,635
SAMN21467426,GCA_022541355.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,635
SAMN21467431,GCA_022541155.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,635
SAMN21467436,GCA_022541065.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,2019,Unknown
SAMN21467438,GCA_022541045.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,Unknown
SAMN21467443,GCA_022541895.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,635
SAMN21467447,GCA_022541815.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,635
SAMN21467455,GCA_022541615.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,635
SAMN21467459,GCA_022542355.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,635
SAMN21467460,GCA_022542335.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,2019,635
SAMN21467464,GCA_022542255.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,2019,635
SAMN21467466,GCA_022542215.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,635
SAMN21467467,GCA_022542175.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,2967
SAMN21467469,GCA_022542155.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,2019,635
SAMN21467471,GCA_022542115.1,blaOXA-48,Contig,Unknown,Unknown,Unknown,2019,635
SAMN21467474,GCA_022542055.1,blaOXA-48,Scaffold,Unknown,Unknown,Unknown,2019,635
SAMN21590780,GCA_023458395.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,224
SAMN21590804,GCA_023365795.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,410
SAMN21590805,GCA_023408755.1,blaOXA-181,Contig,Unknown,Singapore,Asia,Unknown,410
SAMN21841537,GCA_020251455.1,blaOXA-181,Contig,Human,China,Asia,2020,410
SAMN21841544,GCA_020251385.1,blaOXA-48,Scaffold,Human,China,Asia,2020,648
SAMN21893141,GCA_020681585.1,blaOXA-48,Contig,Human,Japan,Asia,2019,648
SAMN21922863,GCA_021503255.1,blaOXA-181,Contig,Human,Nigeria,Africa,2016,940
SAMN21922870,GCA_021503055.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMN21922877,GCA_021502935.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,2351
SAMN21973871,GCA_020406155.1,blaOXA-181,Contig,Human,Ghana,Africa,2017,205
SAMN22028928,GCA_024023415.1,blaOXA-48,Contig,Environment,Croatia,Europe,2020,2795
SAMN22028930,GCA_024024275.1,blaOXA-48,Contig,Environment,Croatia,Europe,2020,2795
SAMN22045160,GCA_020321815.2,blaOXA-181,Contig,Human,USA,North America,2021,656
SAMN22045187,GCA_020287265.2,blaOXA-48,Contig,Human,USA,North America,2021,656
SAMN22066476,GCA_020362765.3,blaOXA-48,Contig,Human,USA,North America,2021,38
SAMN22066477,GCA_020362775.3,blaOXA-244,Contig,Human,USA,North America,2021,1193
SAMN22108506,GCA_021461335.1,blaOXA-181,Contig,Human,Pakistan,Asia,2016,410
SAMN22108716,GCA_022759905.1,blaOXA-181,Complete Genome,Human,Switzerland,Europe,2019,410
SAMN22108717,GCA_022759825.1,blaOXA-181,Complete Genome,Human,Switzerland,Europe,2019,410
SAMN22108718,GCA_022759845.1,blaOXA-181,Complete Genome,Human,Switzerland,Europe,2019,410
SAMN22108719,GCA_022759865.1,blaOXA-181,Complete Genome,Human,Switzerland,Europe,2019,410
SAMN22108720,GCA_022759885.1,blaOXA-181,Complete Genome,Human,Switzerland,Europe,2019,410
SAMN22187391,GCA_020514535.1,blaOXA-244,Contig,Human,Turkey,Asia,2020,69
SAMN22234394,GCA_020447985.2,blaOXA-244,Contig,Human,USA,North America,2020,38
SAMN22329143,GCA_020564125.2,blaOXA-48,Contig,Human,USA,North America,2021,1722
SAMN22404409,GCA_020610215.2,blaOXA-244,Contig,Human,USA,North America,2021,4981
SAMN22404435,GCA_020551765.1,blaOXA-244,Contig,Human,USA,North America,2021,4981
SAMN22514053,GCA_025685215.1,blaOXA-181,Contig,Human,Unknown,Unknown,2018,940
SAMN22514056,GCA_025683705.1,blaOXA-181,Contig,Human,Unknown,Unknown,2018,448
SAMN22514058,GCA_025684695.1,blaOXA-181,Contig,Human,Unknown,Unknown,2018,448
SAMN22514064,GCA_025684055.1,blaOXA-181,Contig,Human,Unknown,Unknown,2019,11021
SAMN22551383,GCA_021503835.1,blaOXA-48,Contig,Clinical environment,Switzerland,Europe,2020,961
SAMN22551384,GCA_021503805.1,blaOXA-48,Contig,Clinical environment,Switzerland,Europe,2020,1406
SAMN22569026,GCA_020971745.1,blaOXA-244,Complete Genome,Human,Netherlands,Europe,2019,38
SAMN22569028,GCA_020883395.1,blaOXA-244,Complete Genome,Human,Netherlands,Europe,2020,38
SAMN22569030,GCA_020883375.1,blaOXA-244,Complete Genome,Human,Netherlands,Europe,2020,38
SAMN22569031,GCA_020883355.1,blaOXA-244,Complete Genome,Human,Netherlands,Europe,2020,38
SAMN22569032,GCA_020883335.1,blaOXA-244,Complete Genome,Human,Netherlands,Europe,2020,38
SAMN22569033,GCA_020883315.1,blaOXA-244,Complete Genome,Human,Netherlands,Europe,2020,38
SAMN22569034,GCA_020883295.1,blaOXA-244,Complete Genome,Human,Netherlands,Europe,2020,38
SAMN22569035,GCA_020883275.1,blaOXA-244,Complete Genome,Human,Netherlands,Europe,2021,38
SAMN22569037,GCA_020883255.1,blaOXA-244,Complete Genome,Human,Netherlands,Europe,2021,38
SAMN22569039,GCA_020883235.1,blaOXA-244,Complete Genome,Human,Netherlands,Europe,2021,38
SAMN22660495,GCA_020690565.2,blaOXA-48,Contig,Human,USA,North America,2020,167
SAMN22677324,GCA_020680285.2,blaOXA-48,Contig,Human,USA,North America,2018,38
SAMN22677340,GCA_020681125.2,blaOXA-48,Contig,Human,USA,North America,2018,38
SAMN22784573,GCA_020694065.2,blaOXA-48,Contig,Human,USA,North America,2021,38
SAMN22837183,GCA_027895735.1,blaOXA-48,Contig,Human,USA,North America,2019,940
SAMN22896406,GCA_020777275.2,blaOXA-181,Contig,Human,USA,North America,2019,8346
SAMN23011933,GCA_020824835.1,blaOXA-181,Contig,Human,USA,North America,2020,410
SAMN23011935,GCA_020824775.2,blaOXA-48,Contig,Human,USA,North America,2020,354
SAMN23168747,GCA_024391695.1,blaOXA-48,Contig,Human,Lebanon,Asia,2014,131
SAMN23168755,GCA_024391525.1,blaOXA-181,Contig,Human,Egypt,Africa,2015,131
SAMN23168756,GCA_024391565.1,blaOXA-48,Contig,Human,Egypt,Africa,2015,131
SAMN23168772,GCA_024391275.1,blaOXA-48,Contig,Human,Georgia,Asia,2015,58
SAMN23168773,GCA_024391225.1,blaOXA-48,Contig,Human,Georgia,Asia,2015,10
SAMN23168775,GCA_024389585.1,blaOXA-48,Contig,Human,Saudi Arabia,Asia,2015,361
SAMN23168779,GCA_024391185.1,blaOXA-48,Contig,Human,United Kingdom,Europe,2015,38
SAMN23168780,GCA_024389505.1,blaOXA-48,Contig,Human,Turkey,Asia,2015,38
SAMN23168785,GCA_024389425.1,blaOXA-181,Contig,Human,Egypt,Africa,2015,46
SAMN23168786,GCA_024389385.1,blaOXA-181,Contig,Human,Egypt,Africa,2015,46
SAMN23168787,GCA_024389365.1,blaOXA-181,Contig,Human,Egypt,Africa,2015,46
SAMN23168788,GCA_024389345.1,blaOXA-244,Contig,Human,Egypt,Africa,2015,58
SAMN23168793,GCA_024389255.1,blaOXA-48,Contig,Human,Egypt,Africa,2015,405
SAMN23168794,GCA_024389215.1,blaOXA-48,Contig,Human,Egypt,Africa,2015,624
SAMN23168795,GCA_024389205.1,blaOXA-244,Contig,Human,Egypt,Africa,2015,648
SAMN23168796,GCA_024389185.1,blaOXA-244,Contig,Human,Egypt,Africa,2015,1722
SAMN23168797,GCA_024389165.1,blaOXA-48,Contig,Human,Belgium,Europe,2015,1431
SAMN23168802,GCA_024389065.1,blaOXA-48,Contig,Human,Spain,Europe,2016,12
SAMN23168803,GCA_024388995.1,blaOXA-232,Contig,Human,Mexico,North America,2016,361
SAMN23168804,GCA_024389005.1,blaOXA-181,Contig,Human,Thailand,Asia,2016,410
SAMN23168808,GCA_024388925.1,blaOXA-48,Contig,Human,Morocco,Africa,2016,34
SAMN23168809,GCA_024388885.1,blaOXA-48,Contig,Human,Georgia,Asia,2016,410
SAMN23168810,GCA_024388905.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168811,GCA_024388845.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168812,GCA_024388865.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168813,GCA_024388935.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168814,GCA_024388825.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168815,GCA_024388805.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168819,GCA_024388755.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168820,GCA_024388735.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168821,GCA_024388685.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168822,GCA_024388665.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168823,GCA_024388635.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168825,GCA_024388615.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168826,GCA_024388585.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168827,GCA_024388525.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168828,GCA_024388505.1,blaOXA-181,Contig,Human,Jordan,Asia,2016,410
SAMN23168832,GCA_024388465.1,blaOXA-232,Contig,Human,Mexico,North America,2016,361
SAMN23168833,GCA_024388395.1,blaOXA-48,Contig,Human,Lebanon,Asia,2016,354
SAMN23168834,GCA_024388425.1,blaOXA-181,Contig,Human,Lebanon,Asia,2016,205
SAMN23168835,GCA_024388375.1,blaOXA-232,Contig,Human,Malaysia,Asia,2016,127
SAMN23168836,GCA_024388415.1,blaOXA-181,Contig,Human,Malaysia,Asia,2016,354
SAMN23168841,GCA_024388305.1,blaOXA-181,Contig,Human,Egypt,Africa,2016,410
SAMN23168842,GCA_024388265.1,blaOXA-181,Contig,Human,Egypt,Africa,2016,1487
SAMN23168851,GCA_024388085.1,blaOXA-48,Contig,Human,Egypt,Africa,2016,167
SAMN23168853,GCA_024388065.1,blaOXA-181,Contig,Human,Egypt,Africa,2016,410
SAMN23168854,GCA_024388015.1,blaOXA-181,Contig,Human,Egypt,Africa,2016,410
SAMN23168855,GCA_024387985.1,blaOXA-181,Contig,Human,Egypt,Africa,2016,410
SAMN23168856,GCA_024387965.1,blaOXA-181,Contig,Human,Egypt,Africa,2016,167
SAMN23168857,GCA_024387945.1,blaOXA-181,Contig,Human,Egypt,Africa,2016,167
SAMN23168864,GCA_024387825.1,blaOXA-48,Contig,Human,Morocco,Africa,2016,410
SAMN23168865,GCA_024387805.1,blaOXA-181,Contig,Human,Germany,Europe,2016,648
SAMN23168867,GCA_024387765.1,blaOXA-48,Contig,Human,Viet Nam,Asia,2016,648
SAMN23168870,GCA_024387715.1,blaOXA-48,Contig,Human,Viet Nam,Asia,2016,354
SAMN23168871,GCA_024387685.1,blaOXA-48,Contig,Human,Viet Nam,Asia,2016,349
SAMN23168872,GCA_024387665.1,blaOXA-48,Contig,Human,Viet Nam,Asia,2016,224
SAMN23168875,GCA_024387605.1,blaOXA-181,Contig,Human,Viet Nam,Asia,2016,448
SAMN23168881,GCA_024387505.1,blaOXA-48,Contig,Human,Turkey,Asia,2016,405
SAMN23168882,GCA_024387425.1,blaOXA-48,Contig,Human,Turkey,Asia,2016,405
SAMN23168883,GCA_024387455.1,blaOXA-48,Contig,Human,Turkey,Asia,2016,38
SAMN23168884,GCA_024387445.1,blaOXA-48,Contig,Human,Turkey,Asia,2016,38
SAMN23168885,GCA_024387395.1,blaOXA-48,Contig,Human,Turkey,Asia,2016,354
SAMN23168886,GCA_024387355.1,blaOXA-48,Contig,Human,Turkey,Asia,2016,354
SAMN23168887,GCA_024387385.1,blaOXA-48,Contig,Human,Israel,Asia,2016,38
SAMN23168888,GCA_024387345.1,blaOXA-48,Contig,Human,Tunisia,Africa,2016,10
SAMN23168890,GCA_024387325.1,blaOXA-232,Contig,Human,United Kingdom,Europe,2016,2083
SAMN23168895,GCA_024387225.1,blaOXA-232,Contig,Human,Thailand,Asia,2015,131
SAMN23168899,GCA_024387125.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168900,GCA_024387105.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168901,GCA_024387175.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168902,GCA_024387085.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168903,GCA_024387005.1,blaOXA-48,Contig,Human,Turkey,Asia,2015,11260
SAMN23168904,GCA_024387025.1,blaOXA-48,Contig,Human,Turkey,Asia,2015,Unknown
SAMN23168905,GCA_024387015.1,blaOXA-48,Contig,Human,Turkey,Asia,2015,11260
SAMN23168906,GCA_024387055.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168907,GCA_024386985.1,blaOXA-48,Contig,Human,Turkey,Asia,2015,11260
SAMN23168908,GCA_024386925.1,blaOXA-48,Contig,Human,Turkey,Asia,2015,11260
SAMN23168909,GCA_024386955.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168910,GCA_024386945.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168911,GCA_024386885.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168912,GCA_024386905.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168913,GCA_024386865.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168914,GCA_024386845.1,blaOXA-48,Contig,Human,Turkey,Asia,2015,11260
SAMN23168915,GCA_024386705.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168916,GCA_024386725.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168917,GCA_024386785.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168918,GCA_024386825.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168919,GCA_024386765.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168920,GCA_024386805.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168921,GCA_024386685.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168922,GCA_024386645.1,blaOXA-181,Contig,Human,Turkey,Asia,2015,1284
SAMN23168926,GCA_024386605.1,blaOXA-48,Contig,Human,Thailand,Asia,2015,354
SAMN23168927,GCA_024386565.1,blaOXA-181,Contig,Human,Thailand,Asia,2015,410
SAMN23168934,GCA_024386465.1,blaOXA-48,Contig,Human,Spain,Europe,2015,405
SAMN23168935,GCA_024386445.1,blaOXA-48,Contig,Human,Turkey,Asia,2015,354
SAMN23168936,GCA_024386385.1,blaOXA-181,Contig,Human,Kuwait,Asia,2016,410
